     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/14/2020-03/20/2020,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R354,104TH STREET-LIBERTY AVENUE   ,00002266,00000101,00000031,00000039,00000000,00001168,00000847,00000003,00000032,00000061,00000000,00000052,00000020,00000025,00000000,00000014,00000000,00000000,00000000,00000147,00000000,00000029,00000000,00000046,00000036,00000022,                                                                                                    
R355,109TH STREET-LIBERTY AVENUE   ,00002846,00000202,00000011,00000066,00000000,00001473,00001371,00000000,00000029,00000054,00000000,00000105,00000031,00000034,00000000,00000011,00000000,00000000,00000000,00000145,00000000,00000029,00000000,00000051,00000010,00000035,                                                                                                    
R356,LEFFERTS BLVD-LIBERTY AVE     ,00007999,00000450,00000170,00000196,00000000,00005618,00003894,00000008,00000064,00000170,00000002,00000311,00000070,00000077,00000000,00000055,00000000,00000000,00000000,00000307,00000000,00000086,00000000,00000154,00000102,00000102,                                                                                                    
R357,NORTH CONDUIT AVE-COHANCEY    ,00001248,00000071,00000010,00000012,00000000,00000324,00000275,00000001,00000008,00000029,00000000,00000026,00000015,00000009,00000000,00000014,00000000,00000000,00000000,00000036,00000000,00000007,00000000,00000019,00000009,00000013,                                                                                                    
R358,BEACH 25TH STREET-WAVECREST   ,00002377,00000172,00000026,00000028,00000000,00001231,00000684,00000005,00000018,00000086,00000000,00000054,00000003,00000033,00000000,00000015,00000000,00000000,00000000,00000240,00000000,00000045,00000000,00000081,00000048,00000046,                                                                                                    
R359,COURT SQ-23 ST                ,00008843,00000598,00000138,00000304,00000009,00005588,00007498,00000045,00000074,00000148,00000026,00000635,00000198,00000286,00000000,00000104,00000000,00000000,00000000,00000344,00000000,00000124,00000000,00000159,00000126,00000139,                                                                                                    
R360,21ST STREET-JACKSON AVENUE    ,00001190,00000051,00000007,00000032,00000000,00001042,00000999,00000000,00000001,00000038,00000000,00000174,00000016,00000043,00000000,00000010,00000000,00000000,00000000,00000049,00000000,00000006,00000000,00000034,00000033,00000056,                                                                                                    
R361,PELHAM PKWY-WHITE PLAINS RD   ,00007503,00000606,00000150,00000307,00000003,00008430,00005012,00000018,00000019,00000277,00000003,00000648,00000041,00000097,00000000,00000044,00000000,00000000,00000000,00000674,00000000,00000244,00000000,00000301,00000357,00000270,                                                                                                    
R362,ALLERTON AV-WHITE PLAINS RD   ,00005835,00000426,00000075,00000142,00000000,00005717,00002847,00000025,00000012,00000322,00000000,00000310,00000029,00000041,00000000,00000016,00000000,00000000,00000000,00000483,00000000,00000173,00000000,00000248,00000259,00000165,                                                                                                    
R363,BURKE AVE-WHITE PLAINS ROAD   ,00004043,00000355,00000070,00000100,00000000,00003441,00001569,00000007,00000026,00000215,00000000,00000216,00000022,00000014,00000000,00000009,00000000,00000000,00000000,00000421,00000000,00000086,00000000,00000197,00000166,00000108,                                                                                                    
R364,GUNHILL RD-WHITE PLAINS RD    ,00005844,00000533,00000203,00000232,00000000,00007904,00003390,00000006,00000025,00000465,00000001,00000472,00000035,00000031,00000000,00000012,00000000,00000002,00000000,00001270,00000000,00000235,00000000,00000323,00000375,00000258,                                                                                                    
R365,219TH ST-WHITE PLAINS ROAD    ,00004107,00000231,00000085,00000089,00000001,00003315,00001532,00000001,00000012,00000158,00000000,00000201,00000013,00000035,00000000,00000013,00000000,00000000,00000000,00000420,00000000,00000114,00000000,00000150,00000114,00000068,                                                                                                    
R366,225TH ST-WHITE PLAINS ROAD    ,00004571,00000306,00000089,00000095,00000000,00004153,00001630,00000001,00000013,00000240,00000000,00000213,00000030,00000016,00000000,00000017,00000000,00000000,00000000,00000567,00000000,00000122,00000000,00000242,00000206,00000126,                                                                                                    
R367,233RD ST-WHITE PLAINS ROAD    ,00005406,00000407,00000106,00000144,00000000,00004889,00002349,00000003,00000029,00000240,00000006,00000261,00000037,00000031,00000000,00000010,00000000,00000000,00000000,00000475,00000000,00000128,00000000,00000202,00000272,00000198,                                                                                                    
R368,9TH AVENUE-39TH STREET        ,00005153,00000300,00000031,00000175,00000000,00003537,00004287,00000001,00000021,00000179,00000004,00000137,00000029,00000049,00000000,00000016,00000000,00000000,00000000,00000389,00000000,00000058,00000000,00000136,00000072,00000177,                                                                                                    
R369,FORT HAMILTON PKWY-45TH ST    ,00004477,00000402,00000053,00000171,00000007,00002948,00002858,00000003,00000008,00000129,00000005,00000094,00000043,00000066,00000000,00000018,00000000,00000000,00000000,00000507,00000000,00000067,00000000,00000140,00000038,00000114,                                                                                                    
R370,71ST STREET-NEW UTRECHT AVE   ,00004711,00000327,00000042,00000244,00000000,00002896,00004783,00000001,00000046,00000152,00000000,00000176,00000033,00000026,00000000,00000029,00000000,00000000,00000000,00000295,00000000,00000077,00000000,00000095,00000036,00000214,                                                                                                    
R371,79TH STREET-17TH AVENUE       ,00005424,00000382,00000036,00000220,00000001,00002874,00005626,00000002,00000031,00000100,00000003,00000194,00000041,00000045,00000000,00000008,00000000,00000000,00000000,00000354,00000000,00000067,00000000,00000144,00000031,00000293,                                                                                                    
R372,18TH AVENUE-86TH STREET       ,00005358,00000386,00000041,00000402,00000001,00003189,00005602,00000010,00000026,00000141,00000000,00000225,00000052,00000041,00000000,00000013,00000000,00000000,00000000,00000256,00000000,00000054,00000000,00000120,00000033,00000241,                                                                                                    
R373,20TH AVENUE-86TH STREET       ,00005256,00000315,00000032,00000203,00000004,00002835,00003964,00000010,00000027,00000110,00000000,00000133,00000026,00000036,00000000,00000020,00000000,00000000,00000000,00000286,00000000,00000034,00000000,00000114,00000032,00000148,                                                                                                    
R374,BAY PARKWAY-86TH STREET       ,00005979,00000648,00000096,00000555,00000000,00003858,00007331,00000007,00000029,00000152,00000001,00000191,00000069,00000068,00000000,00000032,00000000,00000000,00000000,00000433,00000000,00000114,00000000,00000190,00000069,00000365,                                                                                                    
